contenu,commentaire,tome,chapitre,scene,locuteur,characters,english,english_com
"— Non mais, regardez-moi ça ! s'exclama Drago Malefoy d'un ton extasié, en déployant la robe de Ron pour la montrer à Crabbe et Goyle. Weasley, tu n'avais quand même pas l'intention de mettre ça ? C'était sûrement à la pointe de la mode en 1890, mais enfin...<br>— Va te faire cuire une bouse de dragon, répliqua Ron dont le teint avait pris la même couleur que la robe.",,4,11,0,"Drago Malefoy, Ron Weasley","Drago Malefoy, Ron Weasley, Vincent Crabbe, Gregory Goyle",,
"— Bon, ils se dépêchent, oui, grommela Ron, à côté de Harry. J'ai tellement faim que je pourrais manger un hippogriffe.",,4,12,0,Ron Weasley,Ron Weasley,,
"— Ils ne quittent presque jamais la cuisine en plein jour, expliqua Nick Quasi-Sans-Tête. Ils sortent la nuit pour nettoyer un peu... s'occuper de mettre des bûches dans le feu, et tout le reste... On n'est pas censé les voir, n'est-ce pas ? Le propre d'un bon elfe de maison, c'est de faire oublier sa présence.",,4,12,0,Sir Nicholas de Mimsy-Porpington,Sir Nicholas de Mimsy-Porpington,,
"— J'ai le très grand plaisir de vous annoncer que le Tournoi des Trois Sorciers se déroulera cette année à Poudlard.<br>— Vous PLAISANTEZ ! s'exclama Fred Weasley.<br>L'atmosphère de tension qui s'était installée dans la salle depuis l'arrivée de Maugrey se dissipa soudain.<br>Presque tout le monde éclata de rire et Dumbledore lui-même pouffa d'un air amusé.<br>— Non, je ne plaisante pas, Mr Weasley, dit-il. Mais si vous aimez la plaisanterie, j'en ai entendu une très bonne, cet été. C'est un troll, une harpie et un farfadet qui entrent dans un bar...<br>Le professeur McGonagall s'éclaircit bruyamment la gorge.<br>— Heu... c'est vrai..., dit Dumbledore. Le moment n'est peut-être pas venu de... Où en étais-je ?",,4,12,0,"Albus Dumbledore, Fred Weasley","Albus Dumbledore, Fred Weasley, Minerva McGonagall",,
"Mais Hermione avait raison, pensa Harry avec agacement, le professeur Trelawney n'avait jamais raconté que des mensonges. [...] Depuis longtemps, Harry en était arrivé à la conclusion qu'elle devait sa réputation de voyante à quelques coups de chance dans ses prédictions et à son comportement soigneusement étudié pour faire froid dans le dos.",,4,13,0,Narrateur,"Hermione Granger, Harry Potter, Sibylle Trelawney",,
"— J'étais en train de dire, mon pauvre garçon, que vous êtes né, de toute évidence, sous l'influence maléfique de Saturne, déclara le professeur Trelawney, avec une nuance de reproche dans la voix pour lui avoir témoigné si peu d'attention.<br>— Né sous... quoi, pardon ? dit Harry.<br>— Saturne, mon garçon, la planète Saturne ! répéta-t-elle, manifestement agacée de constater que la nouvelle le laissait toujours aussi indifférent. Je disais que Saturne occupait certainement une position dominante dans le ciel au moment de votre naissance... Vos cheveux noirs... votre taille moyenne... Une perte tragique à un âge si jeune... Je pense ne pas me tromper, mon pauvre chéri, en affirmant que vous êtes né en plein hiver ?<br>— Je suis né en juillet, dit Harry.",,4,13,0,"Sibylle Trelawney, Harry Potter","Sibylle Trelawney, Harry Potter",,
"– J'ai deux Neptune, dit Harry au bout d'un moment, fronçant les yeux devant son morceau de parchemin. Il doit y avoir une erreur, non ?<br>– Aaaaah, dit Ron en imitant le murmure mystérieux du professeur Trelawney, quand deux Neptune apparaissent dans le ciel, c'est le signe qu'un nain à lunettes est en train de naître, mon pauvre garçon...<br>Seamus et Dean, qui se trouvaient tout près d'eux, éclatèrent de rire, mais pas assez fort pour couvrir les petits cris surexcités de Lavande Brown.<br>– Oh, professeur, regardez ! s'écria-t-elle. Je crois que j'ai une planète bizarre ! Oooh, qu'est-ce que c'est, professeur ?<br>– C'est la Lune, ma chérie, répondit le professeur Trelawney en regardant sa carte du ciel.<br>– Est-ce que je pourrais voir ta lune, Lavande ? demanda Ron.",,4,13,0,"Harry Potter, Ron Weasley, Lavande Brown, Sibylle Trelawney","Harry Potter, Ron Weasley, Lavande Brown, Sibylle Trelawney, Seamus Finnigan, Dean Thomas",,
"— Ah oui, c'est vrai que tu es allé chez eux, cet été, Potter, lança Malefoy d'un air dédaigneux. Alors, dis-moi, est-ce que sa mère ressemble vraiment à un cochonnet ou bien c'est simplement la photo qui fait ça ?",Drago Malefoy à Harry au sujet de Mme Weasley,4,13,0,Drago Malefoy,"Drago Malefoy, Harry Potter, Molly Weasley",,
"— Ne me parlez surtout pas, dit Ron à voix basse en s'adressant à Harry et à Hermione, lorsqu'ils furent installés à la table des Gryffondor.<br>— Et pourquoi est-ce qu'on ne doit pas te parler ? s'étonna Hermione.<br>— Parce que je veux graver ça à tout jamais dans ma mémoire, répondit Ron, les yeux fermés, une expression d'extase sur le visage. Drago Malefoy, l'extraordinaire fouine bondissante...",,4,13,0,"Ron Weasley, Hermione Granger","Ron Weasley, Hermione Granger, Drago Malefoy",,
— Et il n'existe aucun moyen de conjurer ce sortilège. Impossible de le neutraliser. On ne connaît qu'une seule personne qui ait jamais réussi à y survivre et cette personne est assise devant moi.,Maugrey Fol Oeil à sa classe au sujet du Sortilère de la Mort,4,14,0,"Alastor Maugrey, Bartemius Croupton Jr.","Alastor Maugrey, Bartemius Croupton Jr., Harry Potter",,
"— Je n'ai pas la moindre idée de ce que tout ça peut bien signifier, dit-il en contemplant une longue colonne de calculs.<br>— Tu sais, répondit Ron, les cheveux dressés sur sa tête à force d'y avoir passé la main dans des gestes d'exaspération, je crois qu'il vaut mieux revenir à la bonne vieille méthode de divination sans peine...<br>— Tu veux dire... Tout inventer ?<br>— Exactement.<br>Il balaya d'un geste les morceaux de parchemin griffonnés, trempa sa plume dans l'encre et se mit à écrire.<br>— Lundi prochain, dit-il tout en écrivant, il y a de fortes chances que j'attrape une mauvaise toux en raison de la conjonction défavorable de Mars et de Jupiter.<br>Il leva les yeux vers Harry.<br>— Tu la connais, avec elle, il suffit de raconter tout un tas de malheurs et elle gobe tout.<br>— Tu as raison, approuva Harry.",,4,14,0,"Harry Potter, Ron Weasley","Harry Potter, Ron Weasley, Sibylle Trelawney",,
"— Tu ne vas pas passer un mois très agréable, on dirait..., commenta-t-elle d'un ton ironique tandis que Pattenrond se pelotonnait sur ses genoux.<br>— Au moins, je suis prévenu, dit Ron en bâillant.<br>— Apparemment, tu vas te noyer deux fois, fit remarquer Hermione.<br>— Ah bon ? s'étonna Ron.<br>Il jeta un coup d'oeil à ses prédictions.<br>— Tu as raison, il vaudrait mieux enlever une des noyades... A la place, je me ferai piétiner par un hippogriffe déchaîné.<br>— Tu ne crois pas qu'on voit tout de suite que tout est inventé ? dit Hermione.<br>— Comment oses-tu ? s'exclama Ron, d'un air faussement outré. On a travaillé comme des elfes de maison !<br>Hermione haussa les sourcils.<br>— Enfin, c'est une façon de parler, ajouta précipitamment Ron",,4,14,0,"Ron Weasley, Hermione Granger","Ron Weasley, Hermione Granger",,
"— Et tu crois qu'on va se promener avec des badges sur lesquels il est écrit « sale » ? dit Ron.<br>— S-A-L-E ! répéta Hermione avec ardeur. Au début, je voulais l'appeler : Arrêtons les Mauvais Traitements Scandaleusement Infligés à nos Amies les Créatures Magiques et Luttons pour un Changement de leur Statut, mais les badges étaient trop petits. J'ai donc fini par choisir ce nom-là et voici notre profession de foi.",,4,14,0,"Hermione Granger, Ron Weasley","Hermione Granger, Ron Weasley",,
"— Regardez bien, vous autres... Potter s'est battu ! Il a résisté au sortilège et il a presque réussi à le repousser ! On va encore essayer, Potter, et vous, faites bien attention, regardez attentivement ses yeux, c'est là qu'on voit ce qui se passe. Très bien, Potter, vraiment très bien ! Ils vont avoir du mal à te contrôler, toi !",Maugrey à sa classe essayant le sortilège de l'Imperium sur Harry,4,15,0,"Alastor Maugrey, Bartemius Croupton Jr.","Alastor Maugrey, Bartemius Croupton Jr., Harry Potter",,
"Hagrid était enchanté et suggéra, dans le cadre de leur « projet », qu'ils viennent le soir à tour de rôle jusqu'à sa cabane pour observer les Scroutts et prendre des notes sur leur extraordinaire comportement.<br>— Il n'en est pas question, dit Drago Malefoy d'un ton catégorique lorsque Hagrid eut proposé l'idée avec l'expression du père Noël sortant de sa hotte un jouet inattendu. Je vois suffisamment ces bestioles répugnantes pendant les cours, merci bien.<br>Le sourire de Hagrid s'évanouit.<br>— Tu vas faire ce qu'on te dit, grogna-t-il, sinon, je pourrais bien suivre l'exemple du professeur Maugrey... Il paraît que tu fais très bien la fouine, Malefoy.",,4,15,0,"Rubeus Hagrid, Drago Malefoy","Rubeus Hagrid, Drago Malefoy, Alastor Maugrey, Bartemius Croupton Jr.",,
"— Tu l'aimes bien parce qu'il est beau, c'est tout, dit Ron d'un ton cinglant.<br>— Je te demande pardon, mais je ne suis pas du genre à aimer quelqu'un parce qu'il est « beau » ! s'emporta Hermione.<br>Ron fit semblant de tousser, d'une toux étrange qui laissa deviner le nom de « Lockhart », un ancien professeur de Poudlard beaucoup plus soucieux de son apparence physique que de la qualité de ses cours.",Ron et Hermione au sujet de Cedric Diggory,4,15,0,"Ron Weasley, Hermione Granger","Ron Weasley, Hermione Granger, Cedric Diggory, Gilderoy Lockhart",,
"— Londubat, vous serez bien aimable de ne révéler à aucun des élèves de Durmstrang que vous êtes incapable de réussir un simple sortilège de Transfert ! lança le professeur McGonagall au terme d'un cours particulièrement difficile pendant lequel Neville avait accidentellement transplanté ses propres oreilles sur un cactus.",,4,15,0,Minerva McGonagall,"Minerva McGonagall, Neville Londubat",,
"Le banquet avait commencé depuis une vingtaine de minutes lorsque Hagrid se faufila à l'intérieur de la salle en passant par une porte située derrière la table des professeurs. Il se glissa à sa place et salua Harry, Ron et Hermione en agitant une main entourée de bandages.<br>— Les Scroutts vont bien, Hagrid ? lança Harry depuis la table des Gryffondor.<br>— En pleine forme, répondit Hagrid d'un air ravi.<br>— Rien d'étonnant, dit Ron à voix basse. Apparemment, la nourriture qui leur convient le mieux, ce sont les doigts de Hagrid.",,4,16,0,"Narrateur, Rubeus Hagrid, Harry Potter, Ron Weasley","Rubeus Hagrid, Harry Potter, Ron Weasley, Hermione Granger",,
"— Ils ont bien grandi, ils doivent faire pas loin de un mètre, maintenant. Le seul ennui, c'est qu'ils ont commencé à s'entre-tuer.<br>— Non, vraiment ? dit Hermione en lançant un regard réprobateur à Ron qui s'apprêtait visiblement à faire une remarque sur la nouvelle coiffure de Hagrid.<br>— Oui, soupira Hagrid avec tristesse. Mais ça va mieux, maintenant, je les ai mis dans des boîtes séparées. J'en ai encore une vingtaine.<br>— C'est une chance, dit Ron.",A propos des Scroutts à Pétard,4,16,0,"Rubeus Hagrid, Ron Weasley, Hermione Granger","Rubeus Hagrid, Ron Weasley, Hermione Granger, Harry Potter",,
"Mais Dumbledore s'arrêta soudain de parler et tout le monde vit ce qui l'avait interrompu.<br>Le feu de la Coupe était redevenu rouge. Des étincelles volaient en tous sens et une longue flamme jaillit soudain, projetant un nouveau morceau de parchemin.<br>D'un geste qui semblait presque machinal, Dumbledore tendit la main et attrapa le parchemin entre ses longs doigts. Il le tint à bout de bras et lut le nom qui y était inscrit. Un long silence s'installa, pendant lequel il continua de fixer le parchemin, tous les regards tournés vers lui. Enfin, Dumbledore s'éclaircit la gorge et lut à haute voix :<br>– Harry Potter.",,4,16,0,"Narrateur, Albus Dumbledore","Albus Dumbledore, Harry Potter",,
"— Nous savons tous que le professeur Maugrey considère qu'il a perdu sa matinée si, à l'heure du déjeuner, il n'a pas découvert au moins six complots pour le tuer",Igor Karkaroff,4,17,0,Igor Karkaroff,"Igor Karkaroff, Alastor Maugrey",,
"— Vous êtes sûr que vous ne voulez pas coucher à Poudlard, cette nuit, Barty ?<br>— Non, Dumbledore, merci, je dois retourner au ministère. C'est une période très difficile, très chargée, en ce moment... J'ai laissé le jeune Wistily s'occuper du département pendant mon absence... C'est un jeune homme très enthousiaste... Et même un peu trop pour dire la vérité...",,4,17,0,"Albus Dumbledore, Bartemius Croupton Sr.","Albus Dumbledore, Bartemius Croupton Sr., Percy Weasley",,
"— Je n'ai pas mis mon nom dans cette Coupe ! répéta Harry qui commençait à sentir la colère monter en lui.<br>— C'est ça, lança Ron du même ton sceptique que Cedric. Mais ce matin tu as dit que, si tu avais voulu le faire, tu serais descendu la nuit pour que personne ne te voie... Je ne suis quand même pas complètement idiot.<br>— Tu sais très bien faire semblant, en tout cas, répliqua sèchement Harry.",,4,17,0,"Harry Potter, Ron Weasley","Harry Potter, Ron Weasley",,
"— Comment allez-vous ? dit-elle en se levant et en tendant à Dumbledore une de ses grandes mains masculines. J'espère que vous avez lu ce que j'ai écrit cet été sur la réunion de la Confédération internationale des mages et sorciers ?<br>— Merveilleusement fielleux, répondit Dumbledore, le regard pétillant. J'ai particulièrement apprécié la formule que vous avez employée à mon sujet : « Un vieil ahuri d'un autre âge. »",,4,18,0,"Rita Skeeter, Albus Dumbledore","Rita Skeeter, Albus Dumbledore",,
"— Voyons cette baguette... Trente centimètres et demi... en frêne... d'une très agréable souplesse. Elle est en excellent état... Vous l'entretenez régulièrement ?<br>— Je l'ai cirée la nuit dernière, dit Cedric avec un sourire.",Ollivander à Cedric Diggory,4,18,0,"Garrick Ollivander, Cedric Diggory","Garrick Ollivander, Cedric Diggory",,
"Par un étrange phénomène, plus on redoute un événement, plus le temps qui nous en sépare prend un malin plaisir à passer le plus rapidement possible, alors qu'on donnerait n'importe quoi pour qu'il ralentisse.",,4,19,0,Narrateur,Harry Potter,,
"Cinq des camarades de Charlie s'approchèrent du dragon en vacillant sous le poids d'un tas d'énormes oeufs semblables à des pierres grises, qu'ils portaient sur une couverture déployée dont chacun tenait un bout. Ils déposèrent délicatement la couverture à côté du Magyar à pointes, sous les yeux de Hagrid qui laissa échapper un gémissement d'envie.<br>— Je les ai fait compter, Hagrid, dit Charlie d'un ton très sérieux. Comment va Harry ? ajouta-t-il.<br>— Très bien, répondit Hagrid sans quitter du regard les oeufs de dragon.",,4,19,0,"Charlie Weasley, Rubeus Hagrid","Charlie Weasley, Rubeus Hagrid, Harry Potter",,
"Lorsqu'il se réveilla, le lundi matin, il envisagea sérieusement, pour la première fois depuis qu'il y était entré, de s'enfuir de Poudlard. Mais en contemplant la Grande Salle, pendant le petit déjeuner, il comprit ce que quitter le château signifierait pour lui et sut qu'il ne pourrait jamais s'y résoudre. C'était le seul endroit où il avait jamais été heureux... Sans doute avait-il également été heureux avec ses parents, mais c'était une période de sa vie dont il ne gardait aucun souvenir.<br>D'une certaine manière, avoir la certitude qu'il préférait encore être ici face à un dragon que de se retrouver à Privet Drive avec Dudley avait quelque chose de réconfortant et il se sentit un peu plus calme.",,4,20,0,Narrateur,Harry Potter,,
